bnhm_id	ScientificName	ColloquialName	Kingdom	Phylum	Class	Subclass	Ordr	Suborder	Family	Superfamily	Subfamily	Tribe	Subtribe	Genus	Subgenus	SpecificEpithet	SubspecificEpithet	Taxon_Certainty	ScientificNameAuthor	IdentificationQualifier	IdentifiedBy	YearIdentified	MonthIdentified	DayIdentified	PreviousID	InstitutionCode	CollectionCode	CatalogNumberNumeric	AccessionNumber	Collector	Collector2	Collector3	Collector4	Collector5	CollectorNumber	YearCollected	MonthCollected	DayCollected	YearCollected2	MonthCollected2	DayCollected2	VerbatimCollectingLabel	VerbatimIDLabel	CollectingLabelNotes	TimeofDay	ContinentOcean	IslandGroup	Island	Country	StateProvince	County	Locality	DecimalLongitude	DecimalLatitude	HorizontalDatum	OriginalCoordSystem	VerbatimLongitude	VerbatimLatitude	MaxErrorInMeters	MinElevationMeters	MaxElevationMeters	ElevationText	MinDepthMeters	MaxDepthMeters	DepthText	GeorefReference	Lat_Long_Determined_By	Lat_Long_Determined_Date	GeorefRemarks	DateFirstEntered	EnteredBy	DateLastModified	ModifiedBy	ModifyReason	TypeStatus	Caste	LifeStage	IndividualCount	NumMales	NumFemales	NumOther	Parts	PreparationType	BasisOfRecord	Habitat	MicroHabitat	Associated_Taxon	Association_Type	OtherCatalogNumbers	RelatedCatalogItem	LoanNumber	Notes	DNASequenceNo	RecheckFlag	Collectors_Loc	Collectors_ID	HoldingInstitution	Coll_EventID	Collection_Method	parent_record	child_exists	ProjectName	
EMEC208930	Pterostichus hatchi		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Pterostichinae	Pterostichini	Pterostichina	Pterostichus		hatchi			Hacker, 1968		Kipling Will	2012				EMEC		208930		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-04-27	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC208931	Pterostichus hatchi		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Pterostichinae	Pterostichini	Pterostichina	Pterostichus		hatchi			Hacker, 1968		Kipling Will	2012				EMEC		208931		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-04-27	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209059	Pterostichus tarsalis		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Pterostichinae	Pterostichini	Pterostichina	Pterostichus		tarsalis			LeConte, 1873		Kipling Will	2012				EMEC		209059		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, near Deadman Creek	-119.67720	38.32250	WGS1984		119 40 38 W	38 19 21 N	10.0000	2560.0000						original GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												CAl09vii00.2	Essig Museum of Entomology	3063				KW pro tem	
EMEC209060	Pterostichus tarsalis		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Pterostichinae	Pterostichini	Pterostichina	Pterostichus		tarsalis			LeConte, 1873		Kipling Will	2012				EMEC		209060		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, near Deadman Creek	-119.67720	38.32250	WGS1984		119 40 38 W	38 19 21 N	10.0000	2560.0000						original GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												CAl09vii00.2	Essig Museum of Entomology	3063				KW pro tem	
EMEC209061	Pterostichus lama		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Pterostichinae	Pterostichini	Pterostichina	Pterostichus		lama			(Menetries, 1843)		Kipling Will	2012				EMEC		209061		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209062	Pterostichus lama		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Pterostichinae	Pterostichini	Pterostichina	Pterostichus		lama			(Menetries, 1843)		Kipling Will	2012				EMEC		209062		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209063	Pterostichus lama		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Pterostichinae	Pterostichini	Pterostichina	Pterostichus		lama			(Menetries, 1843)		Kipling Will	2012				EMEC		209063		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209064	Pterostichus lama		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Pterostichinae	Pterostichini	Pterostichina	Pterostichus		lama			(Menetries, 1843)		Kipling Will	2012				EMEC		209064		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209065	Pterostichus lama		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Pterostichinae	Pterostichini	Pterostichina	Pterostichus		lama			(Menetries, 1843)		Kipling Will	2012				EMEC		209065		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209467	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209467		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209468	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209468		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209469	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209469		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209470	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209470		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209471	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209471		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209472	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209472		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209473	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209473		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209474	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209474		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209475	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209475		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209476	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209476		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209477	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209477		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209478	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209478		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209479	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209479		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209480	Omus sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Cicindelinae	Cicindelini	Megacephalina	Omus		sp.					Kipling Will	2012				EMEC		209480		Kipling Will	Wendy Moore					2000	7	9								North America			United States	California	Tuolumne County	Route 108, 1.2 miles west of Clark Fork Junction, side road	-119.89780	38.34750	WGS1984		119 53 52 W	38 20 51 N	10.0000	1918.0000						GPS	Kipling Will	2000-07-09		2012-05-10	Maggie Lewis						adult	1					pin	PreservedSpecimen												Cal9.vii.00.4	Essig Museum of Entomology	9713					
EMEC209710	Bembidion sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Trechinae	Bembidiini	Bembidiina	Bembidion		sp.					Kipling Will	2012				EMEC		209710		Kipling Will	Wendy Moore					2000	7	5								North America			United States	California	Riverside County	Hayfield Lake	-115.63330	33.70000	WGS1984		115 38 00 W	33 42 00 N	10.0000							GPS	Kipling Will	2000-07-05		2012-05-15	Maggie Lewis						adult	1					pin	PreservedSpecimen												CAL05vii00	Essig Museum of Entomology	2863				KW pro tem	
EMEC209711	Bembidion sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Trechinae	Bembidiini	Bembidiina	Bembidion		sp.					Kipling Will	2012				EMEC		209711		Kipling Will	Wendy Moore					2000	7	5								North America			United States	California	Riverside County	Hayfield Lake	-115.63330	33.70000	WGS1984		115 38 00 W	33 42 00 N	10.0000							GPS	Kipling Will	2000-07-05		2012-05-15	Maggie Lewis						adult	1					pin	PreservedSpecimen												CAL05vii00	Essig Museum of Entomology	2863				KW pro tem	
EMEC209712	Bembidion sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Trechinae	Bembidiini	Bembidiina	Bembidion		sp.					Kipling Will	2012				EMEC		209712		Kipling Will	Wendy Moore					2000	7	5								North America			United States	California	Riverside County	Hayfield Lake	-115.63330	33.70000	WGS1984		115 38 00 W	33 42 00 N	10.0000							GPS	Kipling Will	2000-07-05		2012-05-15	Maggie Lewis						adult	1					pin	PreservedSpecimen												CAL05vii00	Essig Museum of Entomology	2863				KW pro tem	
EMEC209713	Bembidion sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Trechinae	Bembidiini	Bembidiina	Bembidion		sp.					Kipling Will	2012				EMEC		209713		Kipling Will	Wendy Moore					2000	7	5								North America			United States	California	Riverside County	Hayfield Lake	-115.63330	33.70000	WGS1984		115 38 00 W	33 42 00 N	10.0000							GPS	Kipling Will	2000-07-05		2012-05-15	Maggie Lewis						adult	1					pin	PreservedSpecimen												CAL05vii00	Essig Museum of Entomology	2863				KW pro tem	
EMEC209714	Bembidion sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Trechinae	Bembidiini	Bembidiina	Bembidion		sp.					Kipling Will	2012				EMEC		209714		Kipling Will	Wendy Moore					2000	7	5								North America			United States	California	Riverside County	Hayfield Lake	-115.63330	33.70000	WGS1984		115 38 00 W	33 42 00 N	10.0000							GPS	Kipling Will	2000-07-05		2012-05-15	Maggie Lewis						adult	1					pin	PreservedSpecimen												CAL05vii00	Essig Museum of Entomology	2863				KW pro tem	
EMEC209715	Bembidion sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Trechinae	Bembidiini	Bembidiina	Bembidion		sp.					Kipling Will	2012				EMEC		209715		Kipling Will	Wendy Moore					2000	7	5								North America			United States	California	Riverside County	Hayfield Lake	-115.63330	33.70000	WGS1984		115 38 00 W	33 42 00 N	10.0000							GPS	Kipling Will	2000-07-05		2012-05-15	Maggie Lewis						adult	1					pin	PreservedSpecimen												CAL05vii00	Essig Museum of Entomology	2863				KW pro tem	
EMEC209716	Bembidion sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Trechinae	Bembidiini	Bembidiina	Bembidion		sp.					Kipling Will	2012				EMEC		209716		Kipling Will	Wendy Moore					2000	7	5								North America			United States	California	Riverside County	Hayfield Lake	-115.63330	33.70000	WGS1984		115 38 00 W	33 42 00 N	10.0000							GPS	Kipling Will	2000-07-05		2012-05-15	Maggie Lewis						adult	1					pin	PreservedSpecimen												CAL05vii00	Essig Museum of Entomology	2863				KW pro tem	
EMEC209717	Bembidion sp.		Animalia	Arthropoda	Insecta	Pterygota	Coleoptera	Adephaga	Carabidae		Trechinae	Bembidiini	Bembidiina	Bembidion		sp.					Kipling Will	2012				EMEC		209717		Kipling Will	Wendy Moore					2000	7	5								North America			United States	California	Riverside County	Hayfield Lake	-115.63330	33.70000	WGS1984		115 38 00 W	33 42 00 N	10.0000							GPS	Kipling Will	2000-07-05		2012-05-15	Maggie Lewis						adult	1					pin	PreservedSpecimen												CAL05vii00	Essig Museum of Entomology	2863				KW pro tem	
